!  Einasto_rs0.07_rhos24.913_alpha0.16_rtrunc1000.txt
! R    D    M    P
2000
6.0185205101642336e-05 104826.6504881669 1.1856161626843376e-07 -6.006574390250124
6.055375376996851e-05 104413.56669320642 1.2032746521641666e-07 -6.0065623116284526
6.09245592740186e-05 104001.70940551904 1.2211886248931017e-07 -6.006550127755222
6.129763543369747e-05 103591.07656868351 1.2393617070481473e-07 -6.006537837788754
6.167299615353683e-05 103181.66612449723 1.2577975751710414e-07 -6.006525440880899
6.205065542321424e-05 102773.47601299178 1.276499956850707e-07 -6.006512936177002
6.243062731807408e-05 102366.50417245101 1.29547263141462e-07 -6.006500322815852
6.281292599965183e-05 101960.74853942802 1.3147194306292862e-07 -6.006487599929636
6.319756571620255e-05 101556.20704876134 1.3342442394099796e-07 -6.006474766643896
6.358456080323158e-05 101152.87763359168 1.3540509965397627e-07 -6.006461822077486
6.397392568402843e-05 100750.75822537902 1.3741436953979533e-07 -6.006448765342521
6.436567487020526e-05 100349.84675391977 1.3945263846982258e-07 -6.006435595544335
6.475982296223664e-05 99950.1411473635 1.415203169236305e-07 -6.006422311781434
6.515638465000466e-05 99551.63933222891 1.4361782106475765e-07 -6.006408913145445
6.555537471334598e-05 99154.33923342187 1.457455728174564e-07 -6.006395398721076
6.595680802260238e-05 98758.23877425234 1.4790399994444793e-07 -6.006381767586063
6.636069953917564e-05 98363.33587644955 1.5009353612570157e-07 -6.00636801881113
6.676706431608487e-05 97969.62846018106 1.5231462103824105e-07 -6.006354151459928
6.717591749852703e-05 97577.11444406796 1.5456770043699508e-07 -6.006340164589004
6.75872743244423e-05 97185.79174520283 1.5685322623671342e-07 -6.006326057247739
6.80011501250815e-05 96795.65827916574 1.5917165659494778e-07 -6.006311828478304
6.841756032557716e-05 96406.71196004246 1.615234559961183e-07 -6.0062974773156155
6.883652044551915e-05 96018.95070043985 1.6390909533668553e-07 -6.006283002787278
6.925804609953274e-05 95632.37241150356 1.6632905201142876e-07 -6.00626840391354
6.968215299786014e-05 95246.97500293463 1.687838100008512e-07 -6.006253679707248
7.010885694694681e-05 94862.75638300751 1.7127385995973316e-07 -6.006238829173784
7.05381738500302e-05 94479.71445858422 1.7379969930683398e-07 -6.006223851311027
7.097011970773201e-05 94097.84713513523 1.763618323157635e-07 -6.006208745109298
7.140471061865541e-05 93717.1523167526 1.789607702070466e-07 -6.006193509551307
7.184196277998454e-05 93337.62790616915 1.815970312413787e-07 -6.006178143612107
7.228189248808782e-05 92959.27180477486 1.8427114081409732e-07 -6.006162646259038
7.272451613912617e-05 92582.08191263332 1.8698363155089068e-07 -6.006147016451675
7.31698502296636e-05 92206.05612849916 1.8973504340474418e-07 -6.006131253141781
7.36179113572817e-05 91831.19234983498 1.9252592375414824e-07 -6.006115355273246
7.406871622119899e-05 91457.48847282788 1.9535682750259055e-07 -6.006099321782043
7.452228162289298e-05 91084.94239240646 1.9822831717933422e-07 -6.006083151596171
7.49786244667258e-05 90713.55200225818 2.01140963041504e-07 -6.006066843635599
7.543776176057522e-05 90343.31519484633 2.0409534317750714e-07 -6.0060503968122205
7.589971061646801e-05 89974.22986142567 2.0709204361178816e-07 -6.006033810029786
7.636448825121728e-05 89606.29389206151 2.1013165841094168e-07 -6.006017082183865
7.683211198706524e-05 89239.50517564412 2.1321478979121236e-07 -6.006000212161778
7.73025992523275e-05 88873.86159990827 2.1634204822737152e-07 -6.005983198842548
