!  Einasto_rs0.035_rhos24.682_alpha0.16_rtrunc26.txt
! R    D    M    P
2000
3.268565396225454e-05 246774.32637096522 4.286876995114844e-08 -3.7178555006524814
3.288580704341153e-05 245788.9580267465 4.3534614205857066e-08 -3.71784745642557
3.308718577714205e-05 244806.56705385318 4.421005638065461e-08 -3.7178393370431744
3.328979766882268e-05 243827.14828732747 4.4895232145956364e-08 -3.71783114194017
3.3493650269789525e-05 242850.69655835393 4.5590279047921815e-08 -3.7178228705469443
3.3698751177620054e-05 241877.20669429848 4.629533653373984e-08 -3.7178145222893617
3.3905108036416105e-05 240906.6735187512 4.701054597724276e-08 -3.7178060965887387
3.411272853708854e-05 239939.09185156887 4.773605070485535e-08 -3.7177975928618103
3.43216204176443e-05 238974.45650891756 4.847199602188523e-08 -3.7177890105207037
3.4531791463474605e-05 238012.7623033119 4.921852923915493e-08 -3.7177803489729047
3.474324950764489e-05 237054.00404366074 4.9975799699981624e-08 -3.717771607621229
3.4956002431187246e-05 236098.1765353056 5.074395880751184e-08 -3.717762785863793
3.517005816339358e-05 235145.27458006746 5.152316005240906e-08 -3.7177538830939807
3.5385424682111635e-05 234195.29297628187 5.231355904090647e-08 -3.7177448987004147
3.560211001404211e-05 233248.22651884603 5.311531352322284e-08 -3.7177358320669236
3.582012223503758e-05 232304.0699992614 5.392858342234884e-08 -3.717726682572512
3.603946947040396e-05 231362.81820567208 5.4753530863210884e-08 -3.7177174495913294
3.626015989520308e-05 230424.46592290894 5.559032020221231e-08 -3.717708132492636
3.648220173455716e-05 229489.0079325314 5.643911805715891e-08 -3.717698730640775
3.67056032639558e-05 228556.43901286987 5.730009333757661e-08 -3.7176892433951356
3.69303728095642e-05 227626.7539390669 5.81734172754208e-08 -3.7176796701101273
3.715651874853322e-05 226699.94748311996 5.905926345618475e-08 -3.7176700101351403
3.7384049509312076e-05 225776.0144139232 5.995780785041497e-08 -3.717660262814518
3.7612973571962243e-05 224854.9494973088 6.08692288456333e-08 -3.717650427487522
3.784329946847324e-05 223936.7474960907 6.17937072786731e-08 -3.7176405034883016
3.807503578308121e-05 223021.40317010498 6.27314264684384e-08 -3.7176304901458557
3.830819115258818e-05 222108.91127625311 6.36825722490831e-08 -3.7176203867840054
3.8542774266684524e-05 221199.26656854383 6.4647333003625e-08 -3.7176101927213554
3.877879386827263e-05 220292.46379813217 6.562589969799238e-08 -3.717599907271264
3.901625875379242e-05 219388.4977133677 6.661846591551125e-08 -3.717589529741807
3.9255177773549776e-05 218487.3630598314 6.762522789184231e-08 -3.717579059435744
3.949555983204606e-05 217589.05458037808 6.864638455036683e-08 -3.7175684956504846
3.97374138883098e-05 216693.56701518234 6.968213753803018e-08 -3.717557837678053
3.9980748956231045e-05 215800.89510177512 7.073269126165194e-08 -3.717547084805054
4.022557410489711e-05 214911.03357509006 7.179825292470202e-08 -3.7175362363126365
4.047189845893027e-05 214023.977167504 7.287903256455169e-08 -3.7175252914764627
4.07197311988284e-05 213139.7206088777 7.397524309020884e-08 -3.717514249566666
4.096908156130683e-05 212258.2586266001 7.508710032053689e-08 -3.717503109847821
4.121995883964237e-05 211379.58594562896 7.621482302296651e-08 -3.717491871578904
4.147237238402016e-05 210503.69728853254 7.735863295270988e-08 -3.7174805340132613
4.172633160188192e-05 209630.5873755325 7.851875489247687e-08 -3.7174690963985686
4.19818459582763e-05 208760.25092454656 7.969541669270258e-08 -3.7174575579767963
4.223892497621214e-05 207892.6826512275 8.088884931229637e-08 -3.7174459179841746
4.249757823701315e-05 207027.8772690081 8.209928685991168e-08 -3.7174341756511526
4.275781538067474e-05 206165.82948914228 8.332696663574641e-08 -3.7174223302023672
4.301964610622384e-05 205306.53402074537 8.457212917388478e-08 -3.7174103808565993
4.3283080172080074e-05 204449.98557083873 8.583501828517888e-08 -3.717398326826741
4.3548127396419264e-05 203596.1788443898 8.711588110068163e-08 -3.7173861673197557
4.3814797657539816e-05 202745.10854435407 8.841496811564046e-08 -3.7173739015366407
4.408310089423065e-05 201896.76937171703 8.973253323405201e-08 -3.717361528672391
4.4353047106141355e-05 201051.15602553813 9.106883381378812e-08 -3.7173490479159574
4.462464635415539e-05 200208.26320298828 9.242413071230409e-08 -3.7173364584502107
4.48979087607648e-05 199368.08559939577 9.379868833292875e-08 -3.7173237594519013
4.517284451044722e-05 198530.6179082864 9.519277467174717e-08 -3.7173109500916226
4.5449463850046045e-05 197695.8548214245 9.660666136508808e-08 -3.717298029533769
4.5727777089151644e-05 196863.79102885647 9.804062373761186e-08 -3.717284996936498
4.600779460048622e-05 196034.42121895077 9.949494085102059e-08 -3.7172718514516907
4.628952682029013e-05 195207.74007844125 1.009698955533858e-07 -3.71725859222491
4.6572984248710536e-05 194383.74229246753 1.0246577452910638e-07 -3.717245218395366
4.6858177450193365e-05 193562.42254461764 1.0398286834950895e-07 -3.7172317290958663
4.714511705387671e-05 192743.77551696845 1.0552147152408938e-07 -3.7172181234527857
4.743381375398671e-05 191927.79589013002 1.0708188255240797e-07 -3.717204400586018
4.7724278310236706e-05 191114.47834328312 1.0866440397665116e-07 -3.7171905596089396
4.8016521548227954e-05 190303.81755422437 1.1026934243485814e-07 -3.717176599628365
4.831055435985281e-05 189495.8081994067 1.1189700871482544e-07 -3.7171625197445084
4.860638770370125e-05 188690.4449539809 1.1354771780870273e-07 -3.7171483190509385
4.890403260546901e-05 187887.7224918356 1.1522178896827862e-07 -3.717133996634541
4.920350015836821e-05 187087.63548564192 1.1691954576096926e-07 -3.7171195515754727
4.95048015235415e-05 186290.17860689192 1.1864131612652456e-07 -3.717104982947121
4.980794793047723e-05 185495.34652594308 1.2038743243444633e-07 -3.7170902898160616
5.011295067742867e-05 184703.13391205584 1.2215823154214438e-07 -3.7170754712420147
5.041982113183481e-05 183913.53543343878 1.2395405485382476e-07 -3.7170605262778014
5.0728570730743705e-05 183126.54575728794 1.2577524838012546e-07 -3.717045453969303
5.1039210981239346e-05 182342.15954982935 1.2762216279851337e-07 -3.7170302533554147
5.135175346087023e-05 181560.3714763581 1.2949515351444174e-07 -3.717014923468006
5.1666209818080536e-05 180781.1762012833 1.3139458072328186e-07 -3.716999463331869
5.1982591772644896e-05 180004.56838816567 1.3332080947304517e-07 -3.716983871964683
5.2300911116104855e-05 179230.54269976064 1.352742097278928e-07 -3.716968148376965
5.262117971220805e-05 178459.09379806084 1.37255156432449e-07 -3.7169522915720266
5.2943409497351e-05 177690.21634433314 1.3926402957693325e-07 -3.7169363005459273
5.3267612481023645e-05 176923.90499916437 1.4130121426310965e-07 -3.7169201742874325
5.359380074625663e-05 176160.1544225003 1.4336710077106898e-07 -3.7169039117779654
5.392198645007226e-05 175398.959273686 1.4546208462686012e-07 -3.7168875119915636
5.425218182393734e-05 174640.3142115083 1.4758656667096894e-07 -3.71687097389483
5.458439917421859e-05 173884.21389423596 1.497409531276598e-07 -3.7168542964468902
5.491865088264209e-05 173130.652979662 1.519256556751985e-07 -3.7168374785993445
5.525494940675433e-05 172379.62612514198 1.541410915169529e-07 -3.716820519296222
5.559330728038619e-05 171631.12798763803 1.5638768345338876e-07 -3.716803417473932
5.593373711412078e-05 170885.15322375737 1.5866585995497858e-07 -3.7167861720612185
5.6276251595763044e-05 170141.6964897943 1.6097605523602056e-07 -3.7167687819791135
5.662086349081233e-05 169400.75244177043 1.6331870932938595e-07 -3.7167512461408885
5.696758564293884e-05 168662.31573547586 1.6569426816221207e-07 -3.716733563452005
5.731643097446196e-05 167926.38102651035 1.681031836325396e-07 -3.7167157328100715
5.766741248683153e-05 167192.94297032274 1.7054591368691127e-07 -3.7166977531047882
5.8020543261113094e-05 166461.9962222519 1.7302292239895165e-07 -3.716679623217904
5.837583645847512e-05 165733.5354375686 1.755346800489253e-07 -3.716661342023166
5.87333053206791e-05 165007.555271515 1.7808166320429126e-07 -3.7166429083862695
5.909296317057397e-05 164284.05037934432 1.8066435480127575e-07 -3.71662432116481
5.945482341259162e-05 163563.01541636395 1.83283244227453e-07 -3.7166055792082338
5.9818899533247405e-05 162844.445037973 1.8593882740537265e-07 -3.7165866813577852
6.018520510164234e-05 162128.33389970422 1.8863160687722418e-07 -3.7165676264464618
6.0553753769968515e-05 161414.67665726488 1.9136209189055964e-07 -3.716548413298959
6.0924559274018605e-05 160703.46796657547 1.9413079848509576e-07 -3.7165290407316225
6.129763543369749e-05 159994.70248381048 1.9693824958059176e-07 -3.7165095075523964
6.167299615353684e-05 159288.37486544024 1.9978497506582314e-07 -3.716489812560772
6.205065542321425e-05 158584.47976826885 2.0267151188867553e-07 -3.7164699545477378
6.24306273180741e-05 157883.0118494746 2.0559840414735117e-07 -3.7164499322957263
6.281292599965184e-05 157183.96576665284 2.085662031827136e-07 -3.7164297445785617
6.319756571620256e-05 156487.3361778515 2.1157546767179013e-07 -3.7164093901614117
6.358456080323159e-05 155793.1177416141 2.1462676372243003e-07 -3.7163888678007284
6.397392568402845e-05 155101.30511702033 2.1772066496913983e-07 -3.716368176244204
6.436567487020528e-05 154411.892963723 2.2085775267012107e-07 -3.7163473142307093
6.475982296223665e-05 153724.87594198989 2.2403861580549767e-07 -3.7163262804902484
6.515638465000468e-05 153040.24871274424 2.2726385117678007e-07 -3.716305073743899
6.5555374713346e-05 152358.0059376011 2.305340635075525e-07 -3.716283692703764
6.595680802260239e-05 151678.14227891216 2.3384986554541098e-07 -3.7162621360729116
6.636069953917566e-05 151000.6523997999 2.3721187816517362e-07 -3.716240402545328
6.676706431608488e-05 150325.5309642014 2.4062073047336145e-07 -3.7162184908058578
6.717591749852704e-05 149652.772636906 2.4407705991397303e-07 -3.716196399530151
6.758727432444231e-05 148982.3720835947 2.47581512375579e-07 -3.7161741273846083
6.800115012508152e-05 148314.32397087957 2.5113474229973113e-07 -3.7161516730263258
6.841756032557718e-05 147648.62296634476 2.547374127907129e-07 -3.7161290351030387
6.883652044551916e-05 146985.26373858328 2.583901957266563e-07 -3.716106212253067
6.925804609953275e-05 146324.24095723787 2.620937718720216e-07 -3.716083203105257
6.968215299786015e-05 145665.54929304018 2.6584883099146515e-07 -3.7160600062789286
7.010885694694682e-05 145009.1834178494 2.6965607196512383e-07 -3.7160366203838153
7.053817385003022e-05 144355.13800469067 2.7351620290531015e-07 -3.7160130440200088
7.097011970773203e-05 143703.4077277965 2.774299412746455e-07 -3.7159892757779023
7.140471061865543e-05 143053.98726264303 2.8139801400566137e-07 -3.715965314238133
7.184196277998455e-05 142406.87128599023 2.854211576218595e-07 -3.7159411579715225
7.228189248808784e-05 141762.05447592103 2.895001183602644e-07 -3.7159168055390226
7.272451613912618e-05 141119.53151187993 2.9363565229549325e-07 -3.715892255491653
7.316985022966361e-05 140479.2970747103 2.9782852546533985e-07 -3.7158675063704467
7.361791135728171e-05 139841.34584669583 3.020795139979011e-07 -3.715842556706388
7.4068716221199e-05 139205.67251159664 3.063894042402769e-07 -3.7158174050203563
7.452228162289299e-05 138572.2717546886 3.107589928888373e-07 -3.715792049823062
7.497862446672582e-05 137941.13826280314 3.151890871210868e-07 -3.7157664896149956
7.543776176057524e-05 137312.2667243633 3.1968050472915814e-07 -3.7157407228863577
7.589971061646803e-05 136685.65182942347 3.2423407425492954e-07 -3.7157147481170067
7.636448825121729e-05 136061.28826970884 3.2885063512679465e-07 -3.7156885637763954
7.683211198706525e-05 135439.17073865043 3.3353103779812293e-07 -3.715662168323509
7.730259925232751e-05 134819.293931427 3.3827614388738916e-07 -3.715635560206806
7.77759675820438e-05 134201.65254500002 3.4308682632004035e-07 -3.715608737864158
7.8252234618631e-05 133586.24127815323 3.479639694720797e-07 -3.715581699722784
7.873141811254014e-05 132973.05483153102 3.5290846931540315e-07 -3.715554444199196
